,index,SK_ID_CURR,TARGET,EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,INSTAL_DPD_MEAN,DAYS_EMPLOYED_PERC,AMT_ANNUITY,DAYS_EMPLOYED,PAYMENT_RATE,ACTIVE_DAYS_CREDIT_MAX,APPROVED_CNT_PAYMENT_MEAN,ANNUITY_INCOME_PERC,PREV_CNT_PAYMENT_MEAN,DAYS_BIRTH,CLOSED_DAYS_CREDIT_MAX,POS_MONTHS_BALANCE_SIZE,AMT_CREDIT,AMT_GOODS_PRICE,OWN_CAR_AGE,INSTAL_DAYS_ENTRY_PAYMENT_MAX,POS_SK_DPD_DEF_MAX,PREV_APP_CREDIT_PERC_MEAN,APPROVED_AMT_CREDIT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN,APPROVED_AMT_ANNUITY_MEAN,DAYS_ID_PUBLISH,INSTAL_PAYMENT_PERC_SUM,BURO_CREDIT_TYPE_Microloan_MEAN,INSTAL_AMT_PAYMENT_SUM,NAME_FAMILY_STATUS_Married,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,INSTAL_PAYMENT_DIFF_SUM,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,REGION_RATING_CLIENT_W_CITY,ACTIVE_AMT_CREDIT_SUM_MEAN,POS_MONTHS_BALANCE_MEAN,INSTAL_AMT_INSTALMENT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_COUNT,FLAG_DOCUMENT_3,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,FLAG_DOCUMENT_18,CODE_GENDER,DEF_30_CNT_SOCIAL_CIRCLE,CC_AMT_RECIVABLE_MIN,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,CC_AMT_RECEIVABLE_PRINCIPAL_VAR,CC_AMT_RECIVABLE_VAR,INSTAL_DBD_MAX,CC_CNT_DRAWINGS_CURRENT_MAX,CC_CNT_DRAWINGS_CURRENT_VAR,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MAX,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_VAR,CLOSED_MONTHS_BALANCE_MAX_MAX,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_DBD_MEAN,PREV_DAYS_DECISION_MIN,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,REFUSED_AMT_ANNUITY_MIN,REFUSED_DAYS_DECISION_MAX,REGION_POPULATION_RELATIVE,REG_CITY_NOT_LIVE_CITY,TOTALAREA_MODE,YEARS_BEGINEXPLUATATION_AVG,PREV_DAYS_DECISION_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MEAN,LIVINGAPARTMENTS_MODE,LIVINGAREA_MEDI,NONLIVINGAREA_MODE,POS_MONTHS_BALANCE_MAX,PREV_AMT_ANNUITY_MAX,PREV_AMT_ANNUITY_MEAN,PREV_AMT_CREDIT_MAX,PREV_AMT_GOODS_PRICE_MEAN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MIN,BURO_CREDIT_TYPE_Mortgage_MEAN,YEARS_BUILD_MODE,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,APPROVED_HOUR_APPR_PROCESS_START_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,APARTMENTS_AVG,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,ACTIVE_AMT_CREDIT_SUM_MAX,APPROVED_AMT_GOODS_PRICE_MEAN,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_MEAN,APPROVED_AMT_APPLICATION_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,APPROVED_CNT_PAYMENT_SUM,BURO_CREDIT_ACTIVE_Closed_MEAN,APPROVED_DAYS_DECISION_MAX,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_MEAN,APPROVED_AMT_ANNUITY_MAX,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM
852,260077,400964,0.0,0.4843388853917685,0.2866524828090694,0.1994794298104574,0.7857142857142857,0.1721772085729221,33750.0,-2635.0,0.05,-897.0,12.0,0.125,12.0,-15304,-1434.0,25.0,675000.0,675000.0,,-159.0,0.0,1.0055662894470512,48910.5,239475.375,19342.0125,-5389,23.0,0.0,463729.455,0,957901.5,110384.91,0.0,2,749250.0,-34.28,33016.86,923.0,,,0.5,574114.365,28.0,0,-1013.0,0,0,0.0,,-249.5,-897.0,-1390.25,,,,,,42.0,,,34772.175,675000.0,-2327.0,398724.5,,-28364.0,10.464285714285714,-1982.0,0.0,0.0,0.0,0.5,0.0,0.0,,,0.02461,0,,,-1254.0,293.0,0.8214285714285714,,,,-5.0,33016.86,19342.0125,326835.0,188145.0,1.0111325788941026,1.0,0.0,,-42.0,726.0,10.0,0.0,,478950.75,1453500.0,188145.0,957901.5,2266852.68,566713.1699999999,326835.0,0.5,34772.175,24.0,0.5,-526.0,,529.0,-900.0,33016.86,957901.5
853,260078,400965,0.0,0.647043242831215,0.1376544619182607,,1.135135135135135,0.0551252026661862,19134.0,-612.0,0.0672784810126582,-345.0,10.0,0.08504,7.5,-11102,-1759.0,32.0,284400.0,225000.0,,-24.0,5.0,1.0451488689212345,54913.5,627174.0,10236.99,-2277,30.0,0.0,306660.78,1,1615045.5,69432.66,0.0,2,877500.0,-16.8125,12266.775,2212.0,,,0.875,376093.44,37.0,1,-470.4054054054054,0,1,0.0,,443.25,-345.0,-973.0,,,,,,30.0,,,,128146.5,-1759.0,,-28.0,-17405.0,11.297297297297296,-1038.0,0.0,0.5,0.125,0.0,0.0,0.0,6750.0,-205.0,0.022625,0,0.1849,0.9851,-412.125,418.0,0.8108108108108109,0.1763,0.1995,0.0008,-2.0,12266.775,9365.2425,135000.0,103466.25,1.1111111111111112,1.0,0.0,0.804,-10.666666666666666,1118.0,18.0,0.0,0.199,627174.0,2340000.0,92955.0,1881522.0,2760646.5,690161.625,130455.0,0.75,18377.955,30.0,0.25,-389.0,18377.955,178.0,-711.0,12266.775,1881522.0
854,260079,400966,0.0,0.6459837773480345,0.6545292802242897,,0.2061855670103092,,24610.5,,0.0558334694544266,-678.0,,0.21876,24.0,-23286,-455.0,,440784.0,360000.0,10.0,-330.0,,0.7378440197742198,,0.0,,-292,97.0,0.0,321306.795,1,0.0,0.0,0.0,2,135000.0,,57294.0,614.0,0.0,0.0638297872340425,0.5,321306.795,97.0,1,-1643.1958762886595,0,0,0.0,0.0,-243.8,-455.0,-885.8,72765.9574468085,6840000.0,61794.0,1378138971.8034236,1480939491.1680744,29.0,1.0,0.060398078242965,,450000.0,-1841.0,380739.58333333343,0.0,-159390.0,2.1752577319587627,-1887.0,0.5,1.0,0.0,0.5,0.0,0.0,4818.105,-164.0,0.02461,0,0.2541,0.9801,-1025.5,211.0,1.0,,0.2989,0.0116,,4818.105,4818.105,60988.5,45000.0,0.7378440197742198,0.7378440197742198,0.0,,-83.0,614.0,,0.0,0.2959,0.0,135000.0,,0.0,973359.0,194671.8,,0.2,,,0.8,,,614.0,-678.0,,0.0
855,260080,400968,0.0,0.1923160541736026,0.7281412993111438,0.7656586773261682,0.0,,14373.0,,0.0266166666666666,,3.0,0.1597,3.0,-23660,-1131.0,8.0,540000.0,540000.0,,-14.0,0.0,0.9749097723486952,64836.0,0.0,8139.7125,-5093,12.0,0.0,108902.16,1,,0.0,,2,,-22.5,24750.0,,0.0,5.333333333333333,0.3333333333333333,108902.16,12.0,0,-359.9166666666667,0,1,0.0,0.0,-826.0,-1131.0,-1131.0,90000.0,270000.0,26195.49,11104517.148299998,11104517.148299998,20.0,10.0,25.33333333333333,,88380.0,-1131.0,,,-4319.0,8.833333333333334,-763.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,,,0.00712,0,0.1729,0.9886,-336.0,106.0,1.0,,0.1308,,-19.0,11779.425,8139.7125,90000.0,75791.25,1.0,0.9498195446973904,0.0,,,,10.5,0.0,,,,75791.25,0.0,88380.0,88380.0,90000.0,0.0,,6.0,1.0,-98.0,,,,11779.425,
856,260081,400969,0.0,0.5234758604846631,0.1735274304649146,,0.0,,26905.5,,0.0389359208127116,-129.0,18.0,0.2599565217391304,21.0,-23316,-1167.0,15.0,691020.0,495000.0,28.0,-224.0,0.0,0.8966551667593732,267057.0,10590.75,18974.025,-4119,14.0,0.0,336187.215,1,84726.0,0.0,40500.0,2,154068.0,-14.0,89524.89,503.0,,,0.3333333333333333,336187.215,14.0,1,-423.9285714285714,0,1,0.0,,-719.7777777777778,-129.0,-1164.1,,,,,,14.0,,,4143.36375,70822.8,-2647.0,393426.91666666674,,-5935.0,8.928571428571429,-641.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,13570.425,-256.0,0.018634,0,,,-384.3333333333333,125.0,1.0,,,,-7.0,18974.025,16272.225,267057.0,234000.0,0.9099181073703366,0.8833922261484098,0.0,,-231.66666666666663,60.2,10.0,0.0,,21181.5,333000.0,243000.0,84726.0,1077547.41,107754.741,243000.0,0.6,2367.636428571429,18.0,0.4,-641.0,0.0,-510.0,-617.0,18974.025,84726.0
857,260082,400971,0.0,0.551940677457693,0.3606125659189888,,1.7,0.5824885760806765,24903.0,-11090.0,0.0425862652753409,-84.0,10.0,0.11068,10.0,-19039,-777.0,11.0,584766.0,472500.0,1.0,-2518.0,0.0,1.1111305906186693,66784.5,47322.0,7419.78,-2212,10.0,0.0,74124.135,1,315000.0,0.0,0.0,2,229863.375,-88.0,7419.78,281.0,,,1.0,74124.135,10.0,1,-2665.2,0,0,0.0,,6719.5,-84.0,-1191.75,,,,,,18.0,,,,2011500.0,-2121.0,383998.9666666667,,-26652.0,3.9,-2832.0,0.0,0.5,0.0,0.0,0.0,0.0,8555.13,-2757.0,0.028663,0,,,-2794.5,39.0,1.0,,,,-83.0,8555.13,7987.455,77004.0,79884.0,1.1111500701262271,1.1111111111111112,0.0,,-23.0,193.5,10.0,0.0,,189288.0,315000.0,74205.0,378576.0,3622803.75,452850.46875,74205.0,0.25,6069.645,10.0,0.75,-2832.0,6069.645,106.0,-171.5,7419.78,378576.0
858,260083,400972,0.0,0.2265068731262381,0.7001838506835805,,0.024390243902439,0.2277799530148786,13554.0,-2327.0,0.0547636363636363,-532.0,18.0,0.12048,18.0,-10216,-740.0,46.0,247500.0,247500.0,13.0,-216.0,0.0,0.975251961956908,20169.0,2617.7175,9049.1175,-2669,41.0,0.0,1246247.055,1,26177.175,0.0,0.0,2,287236.32,-52.5,871326.855,754.0,,,0.5833333333333334,1246247.055,41.0,1,-1622.8292682926829,0,0,0.0,,-441.75,-532.0,-1181.9166666666667,,,,,,70.0,,,0.0,1620000.0,-2500.0,288023.44444444444,,-66536.0,18.24390243902439,-2296.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,,,0.028663,0,,,-953.25,748.0,1.0,,,,-6.0,29903.355,9049.1175,883147.5,162564.75,1.0298661174047374,0.8662199689179894,0.0833333333333333,,-190.66666666666663,193.3333333333333,12.833333333333334,0.0,,8725.725,418500.0,162564.75,26177.175,4591229.715,382602.47625,765000.0,0.25,336.3525,108.0,0.75,-337.0,1009.0575,-287.0,-870.3333333333334,29903.355,26177.175
859,260084,400973,0.0,0.267174334744703,0.4578995512067301,,0.0,0.1488276217469724,34465.5,-2888.0,0.05106,-228.0,14.0,0.2735357142857142,25.2,-19405,,16.0,675000.0,675000.0,39.0,-228.0,0.0,1.0835422375915442,41769.0,1151752.5,21626.4,-2944,12.0,0.0,1644624.9,1,1313172.0,0.0,0.0,2,1328031.0,-23.6875,1214522.685,1234.0,,0.0,0.1666666666666666,1644624.9,12.0,1,-629.8333333333334,0,1,0.0,0.0,961.0,-228.0,-228.0,186428.57142857145,2610000.0,0.0,0.0,0.0,60.0,0.0,0.0,,,,,,-7558.0,19.166666666666668,-1324.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,48458.025,-372.0,0.008575,0,,,-575.5,230.0,1.0,,,,-7.0,54968.76,30723.282,1762110.0,749466.9,1.588127558715794,0.8938148015731141,0.0,,-8.0,961.0,14.0,0.0,,1151752.5,1442407.5,499111.5,2303505.0,2656062.0,1328031.0,1386000.0,1.0,,42.0,0.0,-455.0,,688.0,-228.0,54968.76,2303505.0
860,260085,400974,0.0,0.7318384329492704,0.633031641417419,0.4408312237757453,0.0,0.2121778477277198,49873.5,-2157.0,0.0668294741919922,-120.0,10.0,0.3259705882352941,10.0,-10166,-942.0,8.0,746280.0,675000.0,1.0,-18.0,0.0,1.1111111111111112,210600.0,0.0,23528.25,-968,8.0,0.0,188226.0,1,0.0,0.0,0.0,1,2944710.0,-4.5,23528.25,1704.0,,,1.0,188226.0,8.0,1,-122.75,0,1,1.0,,694.6666666666666,-120.0,-792.0,,,,,,12.0,,,0.0,1802376.0,-1314.0,69192.0,-27.0,-982.0,9.75,-255.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.010006,0,0.1861,0.9886,-255.0,78.0,1.0,0.1524,0.2064,0.0046,-1.0,23528.25,23528.25,210600.0,234000.0,1.1111111111111112,1.1111111111111112,0.0,0.8497,-30.0,1704.0,8.0,0.0,0.1722,0.0,2944710.0,234000.0,0.0,5782086.0,1927362.0,234000.0,0.3333333333333333,0.0,10.0,0.6666666666666666,-255.0,0.0,1704.0,-120.0,23528.25,0.0
861,260086,400976,0.0,0.3105083618392592,,0.3053371033337013,0.0,0.0324238829576907,7875.0,-574.0,0.05,,12.0,0.0486111111111111,13.0,-17703,,10.0,157500.0,157500.0,1.0,-369.0,0.0,0.9526190497861384,94473.0,,9768.51,-1235,5.0,,122257.98,0,,0.0,,1,,-53.0,84127.59,,,,0.6,122257.98,5.0,0,-1383.4,0,0,0.0,,,,,,,,,,17.0,,,,,,,,-6917.0,7.2,-1987.0,0.0,0.8,0.0,0.2,0.0,0.8,4012.74,-1189.0,0.0035409999999999,0,0.0055,0.9801,-1208.4,36.0,1.0,,0.0107,0.0,-11.0,9768.51,6890.625,94473.0,46478.7,1.0,0.8585987261146497,,,,,17.0,,0.0129,,,85450.5,,,,85450.5,,,12.0,,-458.0,,,,9768.51,
862,260087,400977,0.0,0.3673254214197345,,,0.0,,22495.5,,0.0294058823529411,,3.0,0.124975,3.0,-20685,,7.0,765000.0,765000.0,,-50.0,0.0,0.971931330472103,26212.5,,3684.6225,-602,6.0,,30714.21,1,,0.0,,1,,-4.0,5119.245,,,0.0,0.0,30714.21,6.0,1,-126.66666666666669,0,0,0.0,0.0,,,,83571.42857142857,585000.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,,,-760.0,7.666666666666667,-224.0,0.0,0.0,0.5,0.0,0.0,0.0,,,0.072508,1,0.2233,0.9796,-224.0,46.0,1.0,0.2626,0.2886,0.001,-1.0,5119.245,3684.6225,45000.0,34870.5,1.0,0.943862660944206,,0.7321,,,13.0,,0.2964,,,34870.5,,,,45000.0,,,6.0,,-224.0,,,,5119.245,
863,260088,400978,0.0,0.5924589685675292,0.2032521136204725,,0.025,0.3115157913257675,29250.0,-3541.0,0.05,-67.0,12.0,0.1444444444444444,25.714285714285715,-11367,-362.0,42.0,585000.0,585000.0,,-72.0,0.0,0.9378774475808176,39091.5,14297.4,11614.023,-3974,40.0,0.0,571848.39,1,35869.5,0.0,0.0,2,52035.75,-37.76190476190476,20988.9,238.0,,,0.375,571848.39,40.0,0,-1173.9,0,0,1.0,,-298.4,-67.0,-640.4,,,,,,20.0,,,3453.66,177988.5,-1875.0,642061.0,,-46956.0,8.025,-2412.0,0.0,0.125,0.0,0.375,0.0,0.0,42646.05,-171.0,0.018634,0,0.0834,0.9692,-550.25,321.0,1.0,0.0652,0.0754,0.0,-2.0,42646.05,18094.339285714286,1546020.0,385146.6428571429,1.0,0.8347245409015025,0.0,0.5949,-34.5,183.0,18.4,0.0,0.0732,35743.5,64980.0,111705.3,71487.0,478476.0,95695.2,224865.0,0.4,2072.196,60.0,0.6,-19.0,0.0,128.0,-152.0,20988.9,71487.0
864,260089,400979,0.0,0.7561764356702697,0.7981372313187245,0.7175571655006043,,0.070469268446832,50139.0,-892.0,0.0303987689889994,,,0.1857,,-12658,-1640.0,,1649376.0,1350000.0,,,,,,0.0,,-206,,0.0,,1,,,,1,,,,,,,,,,1,,0,1,0.0,,-1158.5,-1640.0,-2246.0,,,,,,,,,,1880181.0,-2852.0,734472.0,,,,,,,,,,,,,0.032561,0,1.0,0.9985,,,,0.7971,1.0,1.0,,,,,,,,0.0,0.9804,,,,0.0,1.0,,,,0.0,1880181.0,940090.5,,0.0,,,1.0,,,,,,
865,260090,400980,0.0,0.1991765968043888,,0.4896598554849151,0.03125,0.1535076020272072,29430.0,-2302.0,0.0654,,12.666666666666666,0.0545,14.0,-14996,,36.0,450000.0,450000.0,6.0,-213.0,0.0,0.8444304154733675,47745.0,,29375.64,-4813,32.0,,1088733.555,0,,0.0,,3,,-22.444444444444443,69704.955,,,,0.5,1088733.555,32.0,1,-641.03125,0,1,0.0,,,,,,,,,,16.0,,,,,,,,-20513.0,3.0625,-1433.0,0.125,0.5,0.125,0.5,0.125,0.0,20397.69,-158.0,0.020246,0,0.0144,0.9702,-677.0,98.0,1.0,,0.0176,0.0,-7.0,69704.955,26097.492857142857,631557.0,289826.25,1.1885014137606031,0.0,,,,,12.666666666666666,,0.0247,,,273652.5,,,,607500.0,,,38.0,,-698.0,,,,69704.955,
866,260091,400982,0.0,0.4856825322525562,0.6363761710860439,0.3370659310521945,0.1571428571428571,0.4769239745609429,14940.0,-8174.0,0.1086245255856563,-911.0,16.75,0.0664,16.75,-17139,,75.0,137538.0,121500.0,2.0,-22.0,0.0,1.0791452343484034,23242.5,1501240.5,26942.495625,-688,69.0,0.0,2076850.755,1,1501240.5,6621.795,,2,2493450.0,-31.266666666666666,63675.0,915.0,,,0.375,2083472.55,70.0,1,-923.3428571428572,0,0,0.0,,915.0,-911.0,-911.0,,,,,,30.0,,,,,,,,-64634.0,6.914285714285715,-2604.0,0.0,0.0,0.0,0.125,0.0,0.0,,,0.025164,1,,,-1153.625,484.0,0.9857142857142858,,,,-1.0,63675.0,26942.495625,1195101.0,380237.0625,1.7405614714424007,0.8632596685082873,0.0,,-27.0,915.0,13.375,0.0,,1501240.5,2493450.0,380237.0625,1501240.5,2493450.0,2493450.0,1129500.0,1.0,,134.0,0.0,-195.0,,915.0,-911.0,63675.0,1501240.5
867,260092,400984,1.0,0.2622583692422573,0.7281412993111438,0.401033401135222,0.0,0.0323403668459522,16839.0,-469.0,0.04697818063123,,6.0,0.0831555555555555,6.0,-14502,-1542.0,8.0,358443.0,252000.0,13.0,-1492.0,0.0,1.182555780933063,22185.0,,4523.535,-3914,6.0,0.0,27147.195,0,,0.0,,2,,-51.5,4529.52,,,,1.0,27147.195,6.0,0,-1569.3333333333333,0,0,0.0,,-1510.2,-1542.0,-2250.0,,,,,,34.0,,,41368.5,405000.0,-2695.0,183853.0,,-9416.0,31.33333333333333,-1673.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.031329,0,0.055,0.9747,-1673.0,188.0,1.0,0.0735,0.0657,0.0,-48.0,4523.535,4523.535,22185.0,26235.0,1.182555780933063,1.182555780933063,0.0,0.6668,,,10.0,0.0,0.0825,,,26235.0,0.0,941535.0,188307.0,26235.0,0.0,41368.5,6.0,1.0,-1673.0,,,,4523.535,
868,260093,400985,0.0,0.6519764640845498,0.4507472818545589,,0.0,,14625.0,,0.05,-28.0,24.0,0.0722222222222222,24.0,-20285,,4.0,292500.0,292500.0,,-31.0,0.0,0.8833870681120053,354519.0,68416.425,19926.855,-850,4.0,0.0,79707.42,1,68416.425,0.0,0.0,1,68416.425,-2.5,19926.855,245.0,,,0.0,79707.42,4.0,0,-77.25,0,1,0.0,,245.0,-28.0,-28.0,,,,,,11.0,,,,,,,,-309.0,10.25,-143.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.072508,0,0.1639999999999999,0.9796,-143.0,41.0,1.0,0.1974,0.3506,0.0,-1.0,19926.855,19926.855,354519.0,313177.5,0.8833870681120053,0.8833870681120053,0.0,0.7321,-26.0,245.0,19.0,0.0,0.3696,68416.425,68416.425,313177.5,68416.425,68416.425,68416.425,313177.5,1.0,0.0,24.0,0.0,-143.0,0.0,245.0,-28.0,19926.855,68416.425
869,260094,400986,0.0,0.6126543031118145,0.6706517530862718,,0.0,0.0909558067831449,31747.5,-1770.0,0.0396595629859069,,26.0,0.35275,26.0,-19460,-746.0,23.0,800500.5,715500.0,,-16.0,0.0,0.9406932919898638,26869.5,0.0,22603.140000000003,-2333,21.0,0.0,457619.13,1,,0.0,,2,,-17.869565217391305,28316.115,,,,0.75,457619.13,21.0,1,-460.04761904761904,0,1,0.0,,-651.0,-746.0,-790.0,,,,,,21.0,,,0.0,35346.6,-834.0,3872.0,,-9661.0,8.19047619047619,-1137.0,0.0,0.0,0.0,0.25,0.0,0.0,,,0.010643,0,,,-421.25,172.0,1.0,,,,-2.0,34014.6,22603.140000000003,857655.0,406033.5,1.1202478646792833,0.8080172097171939,0.0,,,,12.333333333333334,0.0,,,,406033.5,0.0,65046.6,32523.3,693000.0,0.0,0.0,78.0,1.0,-42.0,,,,34014.6,
870,260095,400989,0.0,0.3129715830472742,0.7165702448010511,0.2228253365382604,0.0256410256410256,0.3412664318240399,29970.0,-3972.0,0.046822272215973,-122.0,20.0,0.1665,20.0,-11639,-488.0,46.0,640080.0,450000.0,,-122.0,0.0,1.0834880885100455,21510.0,0.0,4507.866,-3969,39.0,0.0,362488.95,1,,0.0,,2,1127250.0,-62.52173913043478,175014.225,10838.0,,,0.4,362488.95,39.0,1,-1909.025641025641,0,0,0.0,,2449.714285714286,-122.0,-1430.625,,,,,,116.0,,,1361.25,675000.0,-2847.0,1022519.2,,-74452.0,16.512820512820515,-2793.0,0.0,0.0,0.0,0.2,0.2,0.0,,,0.010966,0,,,-1749.6,644.0,1.0,,,,-3.0,6259.905,4507.866,170640.0,60818.4,1.7326007326007329,0.7417139444610331,0.0,,-53.0,6079.5,11.4,0.0,,,1800000.0,60818.4,0.0,3613496.31,451687.03875,135000.0,0.25,5621.25,100.0,0.75,-127.0,14141.25,1321.0,-313.5,6259.905,0.0
871,260096,400990,0.0,0.7080764477783484,0.6801388218428291,0.8263481997893776,0.0,0.3282602208296031,39168.0,-4400.0,0.0330498177399757,,6.0,0.1160533333333333,6.0,-13404,-951.0,5.0,1185120.0,900000.0,,-35.0,0.0,1.0,158773.5,0.0,28409.355,-5432,5.0,0.0,142046.775,0,,0.0,,1,,-3.0,28409.355,,,,0.0,142046.775,5.0,1,-91.0,0,1,0.0,,-1377.3333333333333,-951.0,-2244.333333333333,,,,,,27.0,,,11137.5,1539252.0,-2808.0,464879.8666666667,,-455.0,20.0,-161.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.032561,0,0.1924,0.9856,-161.0,100.0,1.0,0.1469,0.1267,0.0,-1.0,28409.355,28409.355,158773.5,158773.5,1.0,1.0,0.0,0.7713,,,18.0,0.0,0.1794,,,158773.5,0.0,3240238.05,540039.6749999999,158773.5,0.0,11137.5,6.0,1.0,-161.0,,,,28409.355,
872,260097,400991,0.0,0.6290114926069671,0.3893387918468769,,0.0294117647058823,0.0597314594051951,13500.0,-952.0,0.05,-396.0,20.4,0.12,20.4,-15938,-1476.0,38.0,270000.0,270000.0,,-14.0,0.0,0.9392149960878672,66640.5,192015.0,12395.034,-2570,34.0,0.0,830827.665,1,384030.0,0.0,0.0,2,495000.0,-27.473684210526315,399628.755,700.0,,,0.5714285714285714,830827.665,34.0,0,-830.0,0,0,0.0,,-205.5,-396.0,-936.0,,,,,,116.0,,,,184428.0,-1476.0,,,-28220.0,24.08823529411765,-1577.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,,,0.026392,0,,,-724.8571428571429,819.0,1.0,,,,-2.0,20411.955,12395.034,389205.0,148384.8,1.026402863123776,0.8256439059616465,0.0,,-30.0,700.0,12.6,0.0,,384030.0,495000.0,148384.8,384030.0,679428.0,339714.0,328500.0,0.5,0.0,102.0,0.5,-103.0,0.0,700.0,-396.0,20411.955,384030.0
873,260098,400992,0.0,0.2484396873091401,0.3996756156233169,,0.0,0.0332118834080717,16875.0,-711.0,0.05,-162.0,19.33333333333333,0.15,26.0,-21408,-874.0,18.0,337500.0,337500.0,2.0,-243.0,0.0,0.9383147460240288,31455.0,72697.5,17615.01,-4675,15.0,0.0,103816.17,1,162481.5,0.0,0.0,3,135000.0,-13.5,25337.475,1084.0,,,0.8571428571428571,103816.17,15.0,0,-417.0,0,0,0.0,,431.3333333333333,-162.0,-474.3333333333333,,,,,,25.0,,,0.0,157050.0,-874.0,,,-6255.0,18.466666666666665,-628.0,0.0,0.1428571428571428,0.0,0.4285714285714285,0.0,0.1428571428571428,40389.03,-478.0,0.002042,0,0.071,0.9876,-357.85714285714283,277.0,1.0,,0.0684,0.1122,-7.0,43064.055,22550.049,749461.5,376893.0,1.0,0.8782715615668365,0.0,,-16.5,901.5,12.666666666666666,0.0,0.0526,109046.25,202500.0,253155.0,218092.5,427050.0,142350.0,679500.0,0.6666666666666666,0.0,58.0,0.3333333333333333,-360.0,,719.0,-274.5,43064.055,218092.5
874,260099,400993,0.0,0.5202074506035301,0.5280927512030451,,0.1081081081081081,0.1583444085817353,23899.5,-1668.0,0.0369363229198542,-191.0,12.0,0.1180222222222222,12.0,-10534,-2773.0,43.0,647046.0,463500.0,14.0,-412.0,0.0,0.980556457866967,19642.5,377583.3,9375.435,-3124,36.0,0.0,572054.715,1,1636101.0,6397.02,0.0,3,622687.5,-45.627906976744185,166093.11,1635.0,,,0.4,578451.735,37.0,1,-1403.1351351351352,0,0,0.0,,-137.6,-191.0,-1290.6,,,,,,38.0,,,0.0,18702.45,-2773.0,,,-51916.0,5.054054054054054,-2858.0,0.0,0.0,0.0,0.6,0.0,0.0,,,0.018029,0,,,-1536.0,187.0,0.972972972972973,,,,-12.0,18775.575,9375.435,269145.0,86617.125,1.1111111111111112,0.7523825447249624,0.0,,-204.5,467.75,6.75,0.0,,471979.125,1716750.0,86617.125,1887916.5,2509452.45,501890.4900000001,202500.0,0.8,0.0,48.0,0.2,-823.0,0.0,-1547.0,-920.0,18775.575,1887916.5
