,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
259790,400638,0,Cash loans,M,Y,Y,0,202500.0,225000.0,13725.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.022625,-13250,-2761,-10168.0,-2332,2.0,1,1,1,1,1,0,Core staff,1.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Police,0.2346341547174507,0.6162236560783769,0.7801436381572275,0.067,0.0248,0.9752,0.66,0.0327,0.0,0.1379,0.1667,0.0417,0.1225,0.0538,0.0341,0.0039,0.1588,0.0683,0.0257,0.9752,0.6733,0.033,0.0,0.1379,0.1667,0.0417,0.1253,0.0588,0.0356,0.0039,0.1681,0.0677,0.0248,0.9752,0.6645,0.0329,0.0,0.1379,0.1667,0.0417,0.1246,0.0547,0.0348,0.0039,0.1621,not specified,block of flats,0.0511,Block,No,3.0,0.0,3.0,0.0,-489.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
259791,400639,0,Cash loans,M,N,N,2,112500.0,755190.0,36328.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-15086,-5499,-6427.0,-4682,,1,1,0,1,0,0,Laborers,4.0,2,2,TUESDAY,14,0,0,0,0,0,0,Other,,0.6438304633627085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-470.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259792,400640,0,Cash loans,F,N,Y,0,184500.0,787131.0,26014.5,679500.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.010276,-15586,-1131,-1373.0,-2392,,1,1,1,1,0,0,,1.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Kindergarten,0.6965187950429771,0.6311827166543259,0.2721336844147212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
259793,400641,0,Cash loans,F,N,N,0,112500.0,1212741.0,33349.5,1058976.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,-20195,-7542,-10333.0,-3609,,1,1,1,1,0,0,Medicine staff,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Security Ministries,,0.7494133517424985,0.6879328378491735,0.133,0.1309,0.9781,,,0.0,0.2759,0.1667,,0.1321,,0.1199,,0.0377,0.1355,0.1358,0.9782,,,0.0,0.2759,0.1667,,0.1351,,0.1249,,0.0399,0.1343,0.1309,0.9781,,,0.0,0.2759,0.1667,,0.1344,,0.1221,,0.0385,,block of flats,0.0981,"Stone, brick",No,0.0,0.0,0.0,0.0,-1120.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259794,400644,0,Cash loans,M,Y,Y,1,180000.0,364896.0,28957.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-11203,-781,-5306.0,-3548,13.0,1,1,0,1,0,1,Laborers,3.0,1,1,TUESDAY,11,0,1,1,0,0,0,Industry: type 11,0.3748677743567577,0.2908655687538071,0.5190973382084597,0.066,,0.9747,,,,0.1379,0.125,,,,0.0561,,0.0143,0.0672,,0.9747,,,,0.1379,0.125,,,,0.0584,,0.0152,0.0666,,0.9747,,,,0.1379,0.125,,,,0.0571,,0.0146,,block of flats,0.0472,Panel,No,0.0,0.0,0.0,0.0,-12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8.0
259795,400645,0,Cash loans,F,N,Y,0,90000.0,225000.0,10822.5,225000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018209,-17620,-4907,-8497.0,-1171,,1,1,1,1,1,0,Medicine staff,2.0,3,3,SATURDAY,5,0,0,0,0,0,0,Medicine,0.3017603781066772,0.4681893072883097,0.656158373001177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1936.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259796,400646,0,Cash loans,F,N,N,0,225000.0,2240397.0,61609.5,2002500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-13757,-1528,-1953.0,-4613,,1,1,0,1,0,0,,2.0,1,1,WEDNESDAY,15,0,0,0,0,0,0,Construction,,0.6877975632367088,0.5849900404894085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,14.0,0.0,-2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259797,400647,1,Cash loans,M,Y,Y,1,76500.0,225000.0,10620.0,225000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.004849,-11292,-547,-442.0,-3722,17.0,1,1,1,1,1,0,Low-skill Laborers,3.0,2,2,SATURDAY,12,0,0,0,0,1,1,Self-employed,,0.6268248132099983,0.1873887653772306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-775.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259798,400648,0,Cash loans,M,Y,N,2,247500.0,906615.0,32692.5,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0031219999999999,-11151,-1998,-559.0,-3661,10.0,1,1,0,1,0,0,Sales staff,4.0,3,3,WEDNESDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.2966098470127345,0.6809153731619366,0.3312508645909018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,0.0,-567.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
259799,400650,0,Cash loans,F,N,N,0,90000.0,463500.0,18166.5,463500.0,Family,Working,Secondary / secondary special,Single / not married,With parents,0.028663,-18005,-2374,-5237.0,-1520,,1,1,0,1,0,0,Cleaning staff,1.0,2,2,SATURDAY,13,0,0,0,0,0,0,Housing,,0.6202029981499033,0.3979463219016906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2773.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259800,400651,0,Cash loans,F,N,Y,0,63000.0,95940.0,9472.5,90000.0,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.035792,-23604,365243,-3788.0,-4061,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.4643200693275375,0.7076993447402619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-1649.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259801,400652,0,Cash loans,M,Y,Y,0,157500.0,1125000.0,37179.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-18520,-6528,-6412.0,-2042,64.0,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Trade: type 7,,0.3187744042672207,0.3740208032583212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-532.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259802,400653,0,Cash loans,M,Y,Y,1,157500.0,640080.0,29970.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-15550,-675,-1245.0,-3999,16.0,1,1,0,1,0,0,Laborers,3.0,2,2,THURSDAY,10,0,0,0,1,1,0,Self-employed,,0.7524969611100627,0.4596904504249018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-542.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259803,400654,0,Cash loans,F,Y,N,1,157500.0,545040.0,20677.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.016612,-12674,-1211,-3635.0,-3654,4.0,1,1,0,1,1,0,Realty agents,3.0,2,2,WEDNESDAY,19,0,0,0,0,0,0,Self-employed,0.3412144155828188,0.7434952697991004,0.3962195720630885,0.1515,0.0,0.9886,0.8436,0.0652,0.16,0.1379,0.3333,0.375,0.0556,0.1236,0.1769,0.0,0.0,0.1544,0.0,0.9886,0.8497,0.0658,0.1611,0.1379,0.3333,0.375,0.0568,0.135,0.1843,0.0,0.0,0.153,0.0,0.9886,0.8457,0.0656,0.16,0.1379,0.3333,0.375,0.0565,0.1257,0.18,0.0,0.0,reg oper account,block of flats,0.1748,Panel,No,5.0,0.0,5.0,0.0,-1539.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259804,400655,0,Cash loans,F,N,N,0,112500.0,477000.0,28017.0,477000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-21130,365243,-7759.0,-4553,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,,0.642852034039511,0.6479768603302221,0.2124,0.0918,0.9856,0.7959999999999999,0.0375,0.08,0.069,0.3333,0.375,0.0156,0.1731,0.1285,0.0,0.0,0.2164,0.0953,0.9856,0.804,0.0379,0.0806,0.069,0.3333,0.375,0.016,0.1892,0.1338,0.0,0.0,0.2144,0.0918,0.9856,0.7987,0.0378,0.08,0.069,0.3333,0.375,0.0159,0.1761,0.1308,0.0,0.0,not specified,block of flats,0.1255,Panel,No,0.0,0.0,0.0,0.0,-1710.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259805,400656,0,Cash loans,M,Y,Y,0,135000.0,225000.0,22050.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-25118,-1587,-3606.0,-4128,7.0,1,1,0,1,0,0,Security staff,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.4883157883021953,0.7449321846094795,0.1464,,0.9886,,,0.04,0.0345,0.3333,,,,0.0931,,0.0205,0.1492,,0.9886,,,0.0403,0.0345,0.3333,,,,0.097,,0.0217,0.1478,,0.9886,,,0.04,0.0345,0.3333,,,,0.0948,,0.0209,,block of flats,0.0777,"Stone, brick",No,0.0,0.0,0.0,0.0,-384.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259806,400657,0,Cash loans,F,N,N,0,112500.0,652500.0,19206.0,652500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0145199999999999,-19039,-1320,-15.0,-2560,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.71603370695016,0.3411229075988826,0.6263042766749393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-2157.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
259807,400658,0,Cash loans,M,Y,N,2,225000.0,900000.0,26316.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-14838,-5493,-6066.0,-4689,2.0,1,1,1,1,0,0,,4.0,2,2,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.6332369163026244,0.4992720153045617,0.2969,0.3126,0.9801,0.728,0.0192,0.24,0.2069,0.3333,0.375,0.2095,0.2421,0.2663,,0.2749,0.3025,0.3244,0.9801,0.7387,0.0194,0.2417,0.2069,0.3333,0.375,0.2143,0.2645,0.2774,,0.291,0.2998,0.3126,0.9801,0.7316,0.0193,0.24,0.2069,0.3333,0.375,0.2131,0.2463,0.2711,,0.2806,reg oper account,block of flats,0.2797,"Stone, brick",No,1.0,0.0,1.0,0.0,-1606.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0
259808,400659,0,Cash loans,M,Y,N,1,76500.0,808650.0,22365.0,675000.0,"Spouse, partner",State servant,Secondary / secondary special,Married,Rented apartment,0.001333,-20051,-523,-8603.0,-1133,26.0,1,1,0,1,0,0,Laborers,3.0,3,3,TUESDAY,11,0,0,0,1,1,0,Government,,0.6283580817444725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-284.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259809,400660,0,Cash loans,M,Y,Y,0,135000.0,1078200.0,30897.0,900000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-23070,-1892,-2380.0,-4454,10.0,1,1,1,1,1,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.6795407203778642,0.6512602186973006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2224.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259810,400661,0,Cash loans,F,N,Y,1,261000.0,583834.5,24673.5,504000.0,"Spouse, partner",Commercial associate,Lower secondary,Married,House / apartment,0.00823,-9394,-531,-969.0,-2082,,1,1,0,1,0,0,Waiters/barmen staff,3.0,2,2,FRIDAY,17,0,0,0,0,1,1,Business Entity Type 3,0.3669929127955992,0.482667837917161,0.3046721837533529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1291.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259811,400662,0,Cash loans,F,Y,Y,0,112500.0,1125000.0,33025.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-17772,-4118,-6278.0,-1300,18.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.7306897185655904,0.6345665172683892,0.4382813743111921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259812,400663,0,Cash loans,F,N,Y,0,180000.0,225000.0,15660.0,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-23860,365243,-2086.0,-4803,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.6672634712283273,0.5280927512030451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1135.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,5.0
259813,400664,0,Cash loans,F,Y,Y,0,225000.0,1170000.0,32305.5,1170000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006233,-17486,-509,-4553.0,-1012,2.0,1,1,0,1,0,0,,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 1,,0.7129967330317484,0.5064842396679806,0.0876,,0.9866,0.8164,0.0223,0.04,0.0345,0.5417,0.5833,0.0395,0.0698,0.0932,0.0077,0.0049,0.0893,,0.9866,0.8236,0.0225,0.0403,0.0345,0.5417,0.5833,0.0404,0.0762,0.0971,0.0078,0.0051,0.0885,,0.9866,0.8189,0.0225,0.04,0.0345,0.5417,0.5833,0.0402,0.071,0.0948,0.0078,0.005,reg oper spec account,block of flats,0.0865,"Stone, brick",No,0.0,0.0,0.0,0.0,-1768.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
259814,400665,0,Cash loans,M,Y,Y,1,225000.0,640080.0,31261.5,450000.0,Other_A,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-11340,-2912,-890.0,-3837,7.0,1,1,0,1,0,0,Drivers,3.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.5662944448344802,0.2940831009471255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259815,400666,0,Cash loans,F,N,Y,2,76500.0,454500.0,16452.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13273,-824,-2591.0,-5147,,1,1,0,1,0,0,Sales staff,4.0,3,3,THURSDAY,11,0,0,0,0,0,0,Self-employed,,0.5342692421279802,0.4974688893052743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
259816,400667,0,Cash loans,F,N,N,0,112500.0,337500.0,17361.0,337500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.001417,-11400,-757,-1194.0,-3952,,1,1,0,1,0,1,Sales staff,1.0,2,2,SATURDAY,10,0,0,0,1,1,0,Restaurant,0.3881720178349583,0.2338178813301997,0.1694287272664794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0
259817,400668,0,Cash loans,F,N,Y,0,157500.0,247500.0,12037.5,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-22647,365243,-852.0,-4673,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.4191463564263912,0.7713615919194317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-196.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259818,400669,0,Cash loans,F,N,N,0,90000.0,1080000.0,31576.5,1080000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.02461,-18608,-135,-610.0,-2157,,1,1,1,1,1,0,Medicine staff,2.0,2,2,THURSDAY,18,0,0,0,0,1,1,Kindergarten,,0.7233833029930673,0.7958031328748403,0.0515,0.0089,0.9776,0.6940000000000001,0.0166,0.0,0.0345,0.125,0.0,0.0377,0.042,0.0233,0.0,0.0,0.0525,0.0093,0.9777,0.706,0.0168,0.0,0.0345,0.125,0.0,0.0386,0.0459,0.0243,0.0,0.0,0.052,0.0089,0.9776,0.6981,0.0168,0.0,0.0345,0.125,0.0,0.0384,0.0428,0.0237,0.0,0.0,,specific housing,0.027,"Stone, brick",No,0.0,0.0,0.0,0.0,-1526.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0
259819,400670,0,Cash loans,F,N,Y,1,292500.0,752553.0,36333.0,598500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-14266,-5371,-8199.0,-6175,,1,1,0,1,0,0,Managers,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Government,0.5836420446396827,0.6794645236415132,0.8050196619153701,0.0825,0.081,0.9742,0.6464,0.0081,0.0,0.1379,0.1667,0.2083,0.069,0.0672,0.0724,0.0,0.0,0.084,0.0841,0.9742,0.6602,0.0082,0.0,0.1379,0.1667,0.2083,0.0706,0.0735,0.0754,0.0,0.0,0.0833,0.081,0.9742,0.6511,0.0082,0.0,0.1379,0.1667,0.2083,0.0702,0.0684,0.0737,0.0,0.0,,block of flats,0.0569,Panel,No,6.0,2.0,6.0,0.0,-1192.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
259820,400671,0,Cash loans,F,Y,Y,0,90000.0,315000.0,22531.5,315000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-12742,-1098,-2140.0,-4297,4.0,1,1,1,1,1,0,Sales staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.3941166985832775,0.6594055320683344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-755.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0
259821,400673,0,Revolving loans,M,Y,Y,2,225000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-10577,-420,-1408.0,-3240,14.0,1,1,0,1,0,0,Drivers,4.0,2,2,WEDNESDAY,17,0,1,1,0,1,1,Transport: type 4,0.3648721876230813,0.5611638028504914,0.4241303111942548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
259822,400674,1,Cash loans,M,N,Y,1,54000.0,149256.0,15799.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-12118,-1205,-5671.0,-4082,,1,1,1,1,1,0,Low-skill Laborers,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Government,0.1434808615985576,0.581139453813285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259823,400675,1,Cash loans,F,N,N,0,153000.0,450000.0,30573.0,450000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.0116569999999999,-12995,-1264,-4650.0,-4763,,1,1,1,1,0,0,Core staff,1.0,1,1,THURSDAY,18,1,1,0,1,1,1,Realtor,,0.2690882155036444,0.1694287272664794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1521.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
